,DOI,mat,app,prod
3551,10.1016/j.hbrcj.2013.12.002,limestone powder,supplementary cementitious material,concrete
3552,10.1016/j.jclepro.2017.10.255,unknown,unknown,concrete
3553,10.1016/j.jclepro.2017.12.044,coarse recycled concrete aggregate,fine aggregate,concrete
3554,10.1016/j.jhazmat.2007.06.011,fine recycled concrete aggregate,supplementary cementitious material,concrete
3555,10.1016/j.jhazmat.2012.12.040,blast furnace slag,geopolymer,concrete
3556,10.1016/j.conbuildmat.2020.119494,blast furnace slag,supplementary cementitious material,concrete
3557,10.1016/j.jclepro.2018.08.313,blast furnace slag,geopolymer,concrete
3558,10.1016/j.jenvman.2015.11.007,blast furnace slag,geopolymer,concrete
3559,10.1016/s0008-8846(00)00332-x,silica fume,supplementary cementitious material,concrete
3560,10.1016/j.chemosphere.2015.04.050,unknown,unknown,concrete
3561,10.1016/j.conbuildmat.2019.116697,coal fly ash,supplementary cementitious material,concrete
3562,10.1016/j.conbuildmat.2020.119000,blast furnace slag,geopolymer,concrete
3563,10.1016/j.conbuildmat.2022.127195,mine tailings,unknown,concrete
3564,10.1016/j.firesaf.2010.08.002,silica fume,supplementary cementitious material,concrete
3565,10.1016/j.conbuildmat.2017.10.104,blast furnace slag,supplementary cementitious material,concrete
3566,10.1016/j.conbuildmat.2018.06.007,zeolite,supplementary cementitious material,concrete
3567,10.1016/j.conbuildmat.2019.117422,mine tailings,supplementary cementitious material,cement mortar
3568,10.1016/j.conbuildmat.2020.119531,limestone powder,supplementary cementitious material,concrete
3569,10.1016/s0956-053x(97)00004-4,red mud,supplementary cementitious material,concrete
3570,10.1016/s0958-9465(03)00033-7,coal fly ash,supplementary cementitious material,concrete
3571,10.1016/j.asej.2019.02.001,coal fly ash,supplementary cementitious material,concrete
3572,10.1016/j.conbuildmat.2018.01.071,blast furnace slag,geopolymer,concrete
3573,10.1016/j.conbuildmat.2020.119598,coal fly ash,supplementary cementitious material,concrete
3574,10.1016/s0008-8846(00)00455-5,limestone powder,supplementary cementitious material,concrete
3575,10.1016/j.conbuildmat.2020.119548,blast furnace slag,fine aggregate,concrete
3576,10.1016/s0008-8846(98)00017-9,silica fume,supplementary cementitious material,concrete
3577,10.1016/j.cemconcomp.2017.09.009,fine recycled concrete aggregate,supplementary cementitious material,concrete
3578,10.1016/j.compscitech.2009.03.006,unknown,unknown,concrete
3579,10.1016/j.conbuildmat.2017.04.103,rice husk ash,geopolymer,concrete
3580,10.1016/j.conbuildmat.2017.12.006,coal fly ash,geopolymer,concrete
3581,10.1016/j.conbuildmat.2019.05.027,unknown,unknown,concrete
3582,10.1016/j.conbuildmat.2020.118005,metakaolin,geopolymer,concrete
3583,10.1016/j.jhazmat.2012.01.081,coal fly ash,supplementary cementitious material,concrete
3584,10.1016/j.wasman.2019.08.036,coal fly ash,supplementary cementitious material,concrete
3585,10.1016/j.conbuildmat.2008.05.003,coal bottom ash,fine aggregate,concrete
3586,10.1016/j.resconrec.2012.10.003,electric arc furnace slag,supplementary cementitious material,concrete
3587,10.1016/j.wasman.2016.10.022,MSWI fly ash,clinker feedstock,concrete
3588,10.1016/s0008-8846(02)00888-8,coal fly ash,supplementary cementitious material,concrete
3589,10.1016/s0008-8846(02)00888-8,fly ash,supplementary cementitious material,concrete
3590,10.1016/j.conbuildmat.2017.12.202,blast furnace slag,supplementary cementitious material,concrete
3591,10.1016/j.proeng.2016.07.380,coal fly ash,geopolymer,concrete
3592,10.1016/j.resconrec.2015.03.011,blast furnace slag,unknown,unknown
3593,10.1016/j.conbuildmat.2019.117853,nano-silica,supplementary cementitious material,concrete
3594,10.1016/j.wasman.2019.04.038,biomass fly ash,supplementary cementitious material,unknown
3595,10.1016/s0008-8846(01)00561-0,limestone powder,fine aggregate,concrete
3596,10.1016/j.conbuildmat.2016.03.165,silica fume,lightweight aggregate,concrete
3597,10.1016/j.fuel.2008.01.021,kaolinite,geopolymer,concrete
3598,10.1016/j.jclepro.2020.120149,limestone powder,supplementary cementitious material,concrete
3599,10.1016/j.jhazmat.2020.122386,MSWI fly ash,supplementary cementitious material,concrete
3600,10.1016/j.msea.2009.09.039,coal fly ash,supplementary cementitious material,concrete
3601,10.1016/j.cemconres.2011.02.005,coal fly ash,supplementary cementitious material,concrete
3602,10.1016/j.conbuildmat.2012.02.036,fine recycled concrete aggregate,fine aggregate,concrete
3603,10.1016/j.conbuildmat.2018.07.084,biomass fly ash,supplementary cementitious material,concrete
3604,10.1016/j.conbuildmat.2019.04.071,coal fly ash,supplementary cementitious material,concrete
3605,10.1016/j.conbuildmat.2019.06.233,silica fume,coarse aggregate,concrete
3606,10.1016/j.jclepro.2020.124808,coal fly ash,geopolymer,concrete
3607,10.1016/s0008-8846(00)00430-0,coal fly ash,supplementary cementitious material,concrete
3608,10.1016/s0958-9465(02)00058-6,fine recycled concrete aggregate,supplementary cementitious material,concrete
3609,10.1016/j.conbuildmat.2017.03.132,steel slag,supplementary cementitious material,mortar
3610,10.1016/j.conbuildmat.2018.03.176,coal fly ash,supplementary cementitious material,concrete
3611,10.1016/j.jhazmat.2019.02.064,steel slag,coarse aggregate,concrete
3612,10.1016/j.conbuildmat.2018.01.030,steel slag,coarse aggregate,concrete
3613,10.1016/j.jclepro.2016.11.110,electric arc furnace slag,supplementary cementitious material,concrete
3614,10.1016/j.jclepro.2018.04.245,unknown,unknown,concrete
3615,10.1016/j.jhazmat.2015.07.052,MSWI fly ash,clinker feedstock,concrete
3616,10.1016/s0958-9465(02)00145-2,waste glass,supplementary cementitious material,concrete
3617,10.1016/j.conbuildmat.2018.02.005,blast furnace slag,geopolymer,geopolymer mortar
3618,10.1016/j.conbuildmat.2018.11.191,limestone powder,supplementary cementitious material,concrete
3619,10.1016/j.conbuildmat.2019.03.223,electric arc furnace slag,fine aggregate,concrete
3620,10.1016/j.conbuildmat.2019.116965,steel slag,geopolymer,concrete
3621,10.1016/s0956-053x(96)00034-7,coal fly ash,supplementary cementitious material,concrete
3622,10.1016/j.conbuildmat.2007.10.027,steel fiber,reinforced fibre,concrete
3623,10.1016/j.jcis.2006.03.062,coal fly ash,geopolymer,concrete
3624,10.1016/j.jhazmat.2012.01.002,zeolite,supplementary cementitious material,concrete
3625,10.1016/j.conbuildmat.2016.05.017,coal fly ash,fine aggregate,concrete
3626,10.1016/j.conbuildmat.2018.09.154,blast furnace slag,supplementary cementitious material,concrete
3627,10.1016/j.corsci.2020.108586,coal fly ash,geopolymer,geopolymer mortar
3628,10.1016/s0008-8846(99)00072-1,coal fly ash,clinker feedstock,concrete
3629,10.1016/j.cemconcomp.2019.103428,coal bottom ash,lightweight aggregate,concrete
3630,10.1016/j.conbuildmat.2011.12.020,coal fly ash,fine aggregate,concrete
3631,10.1016/j.conbuildmat.2017.09.048,mine tailings,supplementary cementitious material,concrete
3632,10.1016/j.conbuildmat.2019.117276,coal bottom ash,supplementary cementitious material,concrete
3633,10.1016/j.jhazmat.2016.11.051,electric arc furnace slag,supplementary cementitious material,cement mortar
3634,10.1016/0008-8846(95)00065-k,coal fly ash,supplementary cementitious material,concrete
3635,10.1016/j.engfailanal.2019.06.019,unknown,unknown,concrete
3636,10.1016/j.conbuildmat.2020.118626,blast furnace slag,supplementary cementitious material,concrete
3637,10.1016/j.conbuildmat.2020.119493,coal fly ash,supplementary cementitious material,concrete
3638,10.1016/j.jhazmat.2006.07.022,blast furnace slag,clinker feedstock,concrete
3639,10.1016/0008-8846(90)90037-x,silica fume,fine aggregate,concrete
3640,10.1016/j.conbuildmat.2015.11.044,steel fiber,reinforced fibre,concrete
3641,10.1016/j.conbuildmat.2017.07.187,blast furnace slag,geopolymer,concrete
3642,10.1016/j.conbuildmat.2018.12.160,coal fly ash,supplementary cementitious material,concrete
3643,10.1016/j.conbuildmat.2020.118049,blast furnace slag,geopolymer,concrete
3644,10.1016/j.jclepro.2019.03.290,coal fly ash,geopolymer,concrete
3645,10.1016/s0008-8846(01)00494-x,Class F fly ash,supplementary cementitious material,concrete
3646,10.1016/j.compstruct.2013.07.042,silica fume,supplementary cementitious material,concrete
3647,10.1016/j.jclepro.2019.117902,red mud,supplementary cementitious material,concrete
3648,10.1016/j.jenvman.2019.109374,coal fly ash,supplementary cementitious material,concrete
3649,10.1016/j.proeng.2016.07.110,coal fly ash,supplementary cementitious material,concrete
3650,10.1016/s0008-8846(02)00717-2,blast furnace slag,clinker feedstock,concrete
3651,10.1016/j.jclepro.2015.07.127,blast furnace slag,fine aggregate,concrete
3652,10.1016/j.jhazmat.2016.06.042,MSWI fly ash,geopolymer,concrete
3653,10.1016/j.proeng.2013.04.077,coal fly ash,supplementary cementitious material,concrete
3654,10.1016/0008-8846(84)90001-2,coal fly ash,supplementary cementitious material,concrete
3655,10.1016/j.jclepro.2015.07.081,silica fume,fine aggregate,concrete
3656,10.1016/j.jhazmat.2004.06.034,coal fly ash,geopolymer,concrete
3657,10.1016/j.jmrt.2019.01.030,blast furnace slag,supplementary cementitious material,concrete
3658,10.1016/s0008-8846(97)00158-0,steel slag,supplementary cementitious material,unknown
3659,10.1016/s0008-8846(97)00166-x,blast furnace slag,supplementary cementitious material,concrete
3660,10.1016/s0008-8846(98)00102-1,silica fume,superplasticizer,concrete
3661,10.1016/0008-8846(95)00103-j,blast furnace slag,supplementary cementitious material,concrete
3662,10.1016/j.conbuildmat.2018.11.083,coal fly ash,geopolymer,concrete
3663,10.1016/j.cemconres.2004.10.007,silica fume,supplementary cementitious material,concrete
3664,10.1016/j.conbuildmat.2018.06.051,unknown,unknown,concrete
3665,10.1016/j.jclepro.2017.04.103,blast furnace slag,supplementary cementitious material,concrete
3666,10.1016/j.jclepro.2017.09.116,silica fume,supplementary cementitious material,concrete
3667,10.1016/j.jclepro.2020.120188,blast furnace slag,coarse aggregate,concrete
3668,10.1016/j.wasman.2012.02.014,blast furnace slag,supplementary cementitious material,concrete
3669,10.1016/s0956-053x(00)00074-x,sewage sludge ash,supplementary cementitious material,concrete
3670,10.1016/j.matlet.2016.05.137,sewage sludge ash,geopolymer,concrete
3671,10.1111/j.1744-7402.2009.02368.x,unknown,unknown,concrete
3672,10.1016/j.conbuildmat.2012.08.016,limestone powder,fine aggregate,concrete
3673,10.1016/j.chemosphere.2008.11.055,sewage sludge ash,supplementary cementitious material,concrete
3674,10.1016/j.atmosenv.2013.09.024,rice husk ash,supplementary cementitious material,concrete
3675,10.1016/j.cej.2012.06.064,sewage sludge ash,supplementary cementitious material,concrete
3676,10.1016/j.cemconcomp.2010.07.006,rice husk ash,supplementary cementitious material,concrete
3677,10.1016/j.fuel.2012.10.020,palm oil fuel ash,supplementary cementitious material,concrete
3678,10.1016/j.conbuildmat.2013.07.070,palm oil fuel ash,supplementary cementitious material,concrete
3679,10.1016/j.conbuildmat.2015.05.107,palm oil fuel ash,supplementary cementitious material,mortar
3680,10.1016/j.conbuildmat.2010.11.046,silica fume,supplementary cementitious material,concrete
3681,10.1016/j.cej.2013.07.104,sewage sludge ash,supplementary cementitious material,concrete
3682,10.1016/j.conbuildmat.2015.08.016,rice husk ash,geopolymer,concrete
3683,10.1016/j.jenvman.2008.09.001,rice husk ash,supplementary cementitious material,cement mortar
3684,10.1016/j.cemconres.2009.05.006,rice husk ash,supplementary cementitious material,concrete
3685,10.1016/j.cemconcomp.2010.08.008,palm oil fuel ash,supplementary cementitious material,concrete
3686,10.1016/j.conbuildmat.2011.12.010,rice husk ash,supplementary cementitious material,concrete
3687,10.1016/j.cemconcomp.2010.08.001,rice husk ash,supplementary cementitious material,concrete
3688,10.1016/j.conbuildmat.2005.06.053,sewage sludge ash,supplementary cementitious material,cement mortar
3689,10.1016/j.conbuildmat.2007.05.004,recycled aggregate,fine aggregate,concrete
3690,10.1016/j.conbuildmat.2006.06.015,palm oil fuel ash,supplementary cementitious material,concrete
3691,10.1016/0950-0618(96)00010-4,rice husk ash,supplementary cementitious material,concrete
3692,10.1016/j.conbuildmat.2015.10.140,bagasse ash,supplementary cementitious material,concrete
3693,10.1016/j.conbuildmat.2014.12.001,palm oil fuel ash,supplementary cementitious material,concrete
3694,10.1016/j.cej.2008.01.021,water treatment sludge,supplementary cementitious material,concrete
3695,10.1016/0010-4361(78)90449-4,limestone powder,reinforced fibre,concrete
3696,10.1016/j.fuproc.2015.03.014,sewage sludge ash,clinker feedstock,concrete
3697,10.1016/j.conbuildmat.2013.11.039,palm oil fuel ash,geopolymer,concrete
3698,10.1016/j.jenvman.2013.12.010,rice husk ash,supplementary cementitious material,cement mortar
3699,10.1016/j.conbuildmat.2013.04.015,palm oil fuel ash,,concrete
3700,10.1016/j.conbuildmat.2013.07.007,palm oil fuel ash,supplementary cementitious material,concrete
3701,10.1016/j.cemconres.2003.08.012,sewage sludge ash,supplementary cementitious material,concrete
3702,10.1016/j.conbuildmat.2011.12.007,palm oil fuel ash,supplementary cementitious material,concrete
3703,10.1016/j.conbuildmat.2009.06.046,bagasse ash,supplementary cementitious material,concrete
3704,10.1016/j.fuproc.2014.12.041,unknown,unknown,concrete
3705,10.1016/j.conbuildmat.2010.12.026,rice husk ash,supplementary cementitious material,concrete
3706,10.1016/j.conbuildmat.2015.10.104,oil palm shell,coarse aggregate,concrete
3707,10.1007/bf01153946,unknown,unknown,concrete
3708,10.1016/j.conbuildmat.2019.07.146,kaolinite,geopolymer,concrete
3709,10.1016/j.conbuildmat.2019.07.146,rice husk ash,geopolymer,concrete
3710,10.1007/s13369-012-0503-z,palm oil fuel ash,supplementary cementitious material,concrete
3711,10.1016/j.jclepro.2016.12.168,palm oil fuel ash,reinforced fibre,concrete
3712,10.1016/j.cemconres.2008.11.005,sugar cane bagasse ash,supplementary cementitious material,concrete
3713,10.1016/j.conbuildmat.2007.06.011,rice husk ash,supplementary cementitious material,concrete
3714,10.1016/j.conbuildmat.2018.09.097,construction waste,supplementary cementitious material,concrete
3715,10.1016/j.desal.2008.02.040,unknown,unknown,concrete
3716,10.1016/j.conbuildmat.2016.01.033,palm oil fuel ash,superplasticizer,geopolymer composite
3717,10.1016/j.conbuildmat.2011.04.009,rice husk ash,supplementary cementitious material,concrete
3718,10.1016/j.conbuildmat.2015.12.091,silica fume,supplementary cementitious material,concrete
3719,10.1016/j.conbuildmat.2018.04.043,bagasse ash,supplementary cementitious material,concrete
3720,10.1016/j.jenvman.2018.03.035,raw rice husk,supplementary cementitious material,concrete
3721,10.1016/j.jhazmat.2008.11.115,unknown,fine aggregate,concrete
3722,10.1016/j.cemconcomp.2019.103447,palm oil clinker,clinker feedstock,concrete
3723,10.1016/j.cemconcomp.2006.08.005,sewage sludge ash,supplementary cementitious material,concrete
3724,10.1016/j.conbuildmat.2019.117410,unknown,unknown,concrete
3725,10.1016/j.jclepro.2017.10.140,sewage sludge ash,supplementary cementitious material,concrete
3726,10.1016/j.conbuildmat.2020.118715,metakaolin,supplementary cementitious material,concrete
3727,10.1016/j.conbuildmat.2013.09.016,mineral,clinker feedstock,concrete
3728,10.1016/j.conbuildmat.2016.08.089,raw rice husk,supplementary cementitious material,concrete
3729,10.1016/j.jclepro.2018.12.324,calcined clay,supplementary cementitious material,concrete
3730,10.1016/j.jclepro.2018.12.324,limestone,supplementary cementitious material,concrete
3731,10.1016/j.jhazmat.2008.05.060,sewage sludge ash,supplementary cementitious material,concrete
3732,10.1016/j.matchar.2009.01.007,unknown,unknown,concrete
3733,10.1016/j.wasman.2018.08.039,metakaolin,geopolymer,concrete
3734,10.1016/j.conbuildmat.2007.12.004,unknown,unknown,concrete
3735,10.1016/0921-3449(89)90026-8,sewage sludge ash,supplementary cementitious material,concrete
3736,10.1016/j.conbuildmat.2018.03.046,unknown,unknown,concrete
3737,10.1016/j.conbuildmat.2019.06.023,unknown,unknown,concrete
3738,10.1016/j.hbrcj.2012.08.003,water treatment sludge,supplementary cementitious material,concrete
3739,10.1016/j.jenvman.2016.12.016,rice husk ash,clinker feedstock,concrete
3740,10.1016/j.jclepro.2019.119323,palm oil clinker,clinker feedstock,concrete
3741,10.1016/j.cemconcomp.2019.103372,coal fly ash,unknown,unknown
3742,10.1016/j.conbuildmat.2014.07.013,sugar cane bagasse ash,supplementary cementitious material,concrete
3743,10.1016/j.conbuildmat.2016.11.048,palm oil fuel ash,supplementary cementitious material,concrete
3744,10.1016/j.conbuildmat.2017.07.107,sugar cane bagasse ash,supplementary cementitious material,concrete
3745,10.1016/j.conbuildmat.2018.05.053,rice husk ash,supplementary cementitious material,concrete
3746,10.1016/j.conbuildmat.2019.05.037,rice husk ash,supplementary cementitious material,concrete
3747,10.1016/j.jclepro.2019.119336,paper sludge,supplementary cementitious material,cement mortar
3748,10.1016/s0956-053x(03)00034-5,sewage sludge ash,supplementary cementitious material,concrete
3749,10.1617/s11527-013-0087-4,palm oil fuel ash,supplementary cementitious material,concrete
3750,10.1016/j.conbuildmat.2012.04.049,rice husk ash,supplementary cementitious material,concrete
3751,10.1016/j.conbuildmat.2017.05.197,rice husk ash,supplementary cementitious material,concrete
3752,10.1016/j.conbuildmat.2018.03.227,palm oil fuel ash,supplementary cementitious material,concrete
3753,10.1016/j.conbuildmat.2019.05.045,rice husk ash,clinker feedstock,concrete
3754,10.1016/j.jhazmat.2011.04.103,sewage sludge ash,supplementary cementitious material,concrete
3755,10.1016/j.proeng.2017.01.447,rice husk ash,supplementary cementitious material,concrete
3756,10.1016/j.proeng.2017.07.002,limestone powder,reinforced fibre,concrete
3757,10.1007/s13369-017-2843-1,palm oil fuel ash,supplementary cementitious material,concrete
3758,10.1007/s13369-017-2843-1,rice husk ash,supplementary cementitious material,concrete
3759,10.1016/j.biombioe.2018.11.007,biochar,filler,concrete
3760,10.1016/j.proeng.2013.09.051,water treatment sludge,supplementary cementitious material,concrete
3761,10.1016/0008-8846(93)90104-h,rice husk ash,supplementary cementitious material,concrete
3762,10.1016/j.cemconres.2013.08.010,sewage sludge ash,supplementary cementitious material,concrete
3763,10.1016/j.conbuildmat.2011.08.011,palm oil fuel ash,superplasticizer,concrete
3764,10.1016/j.proeng.2013.09.023,unknown,unknown,concrete
3765,10.1016/j.conbuildmat.2016.10.002,palm oil clinker,clinker feedstock,concrete
3766,10.1016/j.conbuildmat.2017.11.043,rice husk ash,supplementary cementitious material,concrete
3767,10.1016/j.conbuildmat.2013.05.088,rice husk ash,supplementary cementitious material,concrete
3768,10.1016/j.conbuildmat.2018.06.153,sugar cane bagasse ash,supplementary cementitious material,concrete
3769,10.1016/j.jclepro.2019.118854,sugar cane bagasse ash,supplementary cementitious material,concrete
3770,10.1016/j.cemconcomp.2008.06.014,silica fume,supplementary cementitious material,concrete
3771,10.1016/j.cemconcomp.2008.06.014,rice husk ash,supplementary cementitious material,concrete
3772,10.1016/j.conbuildmat.2012.09.011,unknown,unknown,concrete
3773,10.1016/j.conbuildmat.2018.03.270,coarse recycled concrete aggregate,supplementary cementitious material,concrete
3774,10.1016/j.jhazmat.2006.10.074,unknown,unknown,cement
3775,10.1016/j.conbuildmat.2015.08.122,sewage sludge ash,fine aggregate,concrete
3776,10.1016/j.conbuildmat.2019.06.190,rice husk ash,supplementary cementitious material,concrete
3777,10.1016/j.conbuildmat.2017.03.099,paper sludge,supplementary cementitious material,concrete
3778,10.1021/ie2024646,sewage sludge ash,supplementary cementitious material,concrete
3779,10.1016/j.jclepro.2017.05.002,palm oil fuel ash,coarse aggregate,concrete
3780,10.1016/j.conbuildmat.2018.04.213,rice husk ash,supplementary cementitious material,concrete
3781,10.1016/j.jclepro.2016.06.162,palm oil fuel ash,supplementary cementitious material,concrete
3782,10.1016/j.resconrec.2017.11.031,palm oil clinker,filler,concrete
3783,10.1016/j.conbuildmat.2015.02.063,oil palm shell,coarse aggregate,concrete
3784,10.1016/j.conbuildmat.2020.119358,rice husk ash,supplementary cementitious material,concrete
3785,10.1016/j.jclepro.2019.07.012,recycled aggregate,fine aggregate,concrete
3786,10.1016/j.conbuildmat.2009.02.034,paper sludge,supplementary cementitious material,concrete
3787,10.1016/j.conbuildmat.2012.05.004,sewage sludge ash,supplementary cementitious material,concrete
3788,10.1016/j.conbuildmat.2015.04.030,rice husk ash,supplementary cementitious material,concrete
3789,10.1016/j.conbuildmat.2019.04.023,sewage sludge ash,supplementary cementitious material,concrete
3790,10.1016/j.jenvman.2016.06.052,unknown,unknown,concrete
3791,10.1016/j.jenvman.2016.06.052,fly ash,supplementary cementitious material,concrete
3792,10.1016/j.proeng.2011.07.335,rice husk ash,supplementary cementitious material,concrete
3793,10.1016/j.wasman.2005.12.014,palm oil fuel ash,supplementary cementitious material,concrete
3794,10.1016/j.jclepro.2019.05.208,sugar cane bagasse ash,supplementary cementitious material,concrete
3795,10.1016/j.jenvman.2012.07.008,paper sludge,geopolymer,geopolymer mortar
3796,10.1016/j.resconrec.2010.05.002,unknown,unknown,concrete
3797,10.1016/s0008-8846(03)00206-0,unknown,unknown,concrete
3798,10.1617/s11527-014-0438-9,rice husk ash,supplementary cementitious material,concrete
3799,10.1016/j.cemconres.2011.06.009,silica fume,supplementary cementitious material,concrete
3800,10.1016/j.cemconres.2011.06.009,rice husk ash,supplementary cementitious material,concrete
3801,10.1016/j.conbuildmat.2008.04.004,unknown,unknown,concrete
3802,10.1016/j.conbuildmat.2015.01.079,rice husk ash,supplementary cementitious material,concrete
3803,10.1016/j.conbuildmat.2018.09.001,rice husk ash,geopolymer,concrete
3804,10.1016/j.conbuildmat.2020.119083,silica fume,filler,concrete
3805,10.1016/s0921-3449(00)00072-0,unknown,unknown,concrete
3806,10.1016/0008-8846(95)00130-5,limestone powder,supplementary cementitious material,concrete
3807,10.1016/j.conbuildmat.2016.02.124,rice husk ash,supplementary cementitious material,concrete
3808,10.1016/j.heliyon.2017.e00294,sugar cane bagasse ash,unknown,concrete
3809,10.1016/j.jclepro.2018.11.137,unknown,unknown,concrete
3810,10.1016/j.jclepro.2019.03.175,sewage sludge ash,supplementary cementitious material,concrete
3811,10.1016/j.proeng.2013.01.007,bagasse ash,fine aggregate,concrete
3812,10.1002/maco.202011546,biomass fly ash,supplementary cementitious material,concrete
3813,10.1016/j.buildenv.2005.08.029,unknown,unknown,concrete
3814,10.1016/j.conbuildmat.2009.06.030,bagasse ash,supplementary cementitious material,concrete
3815,10.1016/j.conbuildmat.2019.07.172,unknown,supplementary cementitious material,concrete
3816,10.1016/j.conbuildmat.2020.119243,sewage sludge ash,supplementary cementitious material,concrete
3817,10.1002/suco.201900459,unknown,unknown,concrete
3818,10.1007/s13369-016-2298-9,unknown,unknown,concrete
3819,10.1016/j.conbuildmat.2011.12.066,rice husk ash,supplementary cementitious material,concrete
3820,10.1016/j.conbuildmat.2017.04.187,sewage sludge ash,supplementary cementitious material,concrete
3821,10.1016/j.conbuildmat.2019.01.093,sewage sludge ash,geopolymer,concrete
3822,10.1016/j.conbuildmat.2019.04.101,palm oil clinker,coarse aggregate,concrete
3823,10.1007/s10853-006-0217-2,rice husk ash,reinforced fibre,concrete
3824,10.1016/j.conbuildmat.2013.06.029,rice husk ash,filler,concrete
3825,10.1016/j.conbuildmat.2019.06.200,rice husk ash,geopolymer,concrete
3826,10.1016/j.conbuildmat.2020.118457,unknown,unknown,geopolymer mortar
3827,10.1016/j.jclepro.2017.09.068,palm oil clinker,clinker feedstock,concrete
3828,10.1016/j.conbuildmat.2016.05.146,rice husk ash,supplementary cementitious material,concrete
3829,10.1016/j.conbuildmat.2020.118422,rice husk ash,geopolymer,geopolymer paste
3830,10.1016/j.jclepro.2020.121257,water treatment sludge,supplementary cementitious material,concrete
3831,10.1016/j.wasman.2005.01.011,unknown,unknown,concrete
3832,10.1016/j.conbuildmat.2018.04.205,rice husk ash,supplementary cementitious material,concrete
3833,10.1016/j.conbuildmat.2018.05.101,Class C fly ash,supplementary cementitious material,concrete
3834,10.1016/j.conbuildmat.2018.05.101,rice husk ash,supplementary cementitious material,concrete
3835,10.1016/j.cemconcomp.2017.03.014,rice husk ash,supplementary cementitious material,concrete
3836,10.1016/j.conbuildmat.2020.118171,coal fly ash,supplementary cementitious material,concrete
3837,10.1016/j.jclepro.2013.01.026,sewage sludge ash,clinker feedstock,concrete
3838,10.1016/j.jhazmat.2011.05.028,unknown,unknown,concrete
3839,10.1016/j.conbuildmat.2016.06.022,unknown,clinker feedstock,concrete
3840,10.1016/j.rcrx.2020.100036,construction waste,unknown,concrete
3841,10.1016/j.cemconcomp.2019.103384,biomass fly ash,geopolymer,concrete
3842,10.1016/j.serj.2017.02.003,palm oil fuel ash,supplementary cementitious material,concrete
3843,10.1016/j.cemconres.2006.03.012,rice husk ash,supplementary cementitious material,unknown
3844,10.1016/j.conbuildmat.2016.09.150,rice husk ash,supplementary cementitious material,concrete
3845,10.1016/j.conbuildmat.2017.06.157,unknown,unknown,concrete
3846,10.1016/j.jclepro.2017.03.059,sewage sludge ash,supplementary cementitious material,concrete
3847,10.1016/j.jclepro.2019.04.321,coal fly ash,supplementary cementitious material,concrete
3848,10.1016/j.wasman.2018.05.001,sewage sludge ash,supplementary cementitious material,concrete
3849,10.1016/j.cemconcomp.2007.09.009,unknown,unknown,concrete
3850,10.1016/j.conbuildmat.2014.01.099,electric arc furnace slag,supplementary cementitious material,concrete
3851,10.1016/j.conbuildmat.2016.03.181,palm oil clinker,coarse aggregate,concrete
3852,10.1016/j.cemconcomp.2005.03.003,rice husk ash,supplementary cementitious material,concrete
3853,10.1016/j.cemconcomp.2015.03.004,sugar cane bagasse ash,supplementary cementitious material,concrete
3854,10.1016/j.conbuildmat.2020.119443,bagasse ash,supplementary cementitious material,concrete
3855,10.1016/j.conbuildmat.2013.10.050,metakaolin,supplementary cementitious material,concrete
3856,10.1016/j.conbuildmat.2018.11.211,palm oil fuel ash,clinker feedstock,concrete
3857,10.1016/j.jclepro.2017.02.076,water treatment sludge,geopolymer,concrete
3858,10.1016/j.jenvman.2020.110352,water treatment sludge,supplementary cementitious material,concrete
3859,10.1016/j.cemconcomp.2010.02.009,water treatment sludge,clinker feedstock,concrete
3860,10.1016/j.cemconcomp.2014.09.021,rice husk ash,supplementary cementitious material,concrete
3861,10.1016/j.conbuildmat.2015.10.206,raw rice husk,fine aggregate,concrete
3862,10.1016/j.conbuildmat.2016.03.103,limestone powder,clinker feedstock,concrete
3863,10.1016/j.jclepro.2018.04.246,water treatment sludge,fine aggregate,concrete
3864,10.1016/j.conbuildmat.2019.06.112,rice husk ash,geopolymer,concrete
3865,10.1016/j.wasman.2008.02.019,sewage sludge ash,clinker feedstock,concrete
3866,10.1016/j.conbuildmat.2010.06.057,limestone powder,supplementary cementitious material,concrete
3867,10.1016/j.conbuildmat.2017.05.173,unknown,unknown,concrete
3868,10.1016/j.conbuildmat.2019.03.290,sewage sludge ash,supplementary cementitious material,concrete
3869,10.1016/j.conbuildmat.2017.09.088,rice husk ash,supplementary cementitious material,concrete
3870,10.1016/j.conbuildmat.2012.08.003,palm oil fuel ash,supplementary cementitious material,concrete
3871,10.1016/j.cemconres.2014.04.001,rice husk ash,supplementary cementitious material,concrete
3872,10.1016/j.conbuildmat.2015.07.178,rice husk ash,supplementary cementitious material,concrete
3873,10.1016/j.conbuildmat.2016.10.029,rice husk ash,supplementary cementitious material,concrete
3874,10.1016/j.conbuildmat.2017.12.023,rice husk ash,supplementary cementitious material,concrete
3875,10.1016/j.matdes.2015.09.140,palm oil fuel ash,geopolymer,concrete
3876,10.1002/ep.13137,metakaolin,geopolymer,concrete
3877,10.1016/j.conbuildmat.2013.02.004,rice husk ash,supplementary cementitious material,concrete
3878,10.1016/j.jclepro.2017.10.336,rice husk ash,fine aggregate,concrete
3879,10.1016/s0008-8846(02)00865-7,kaolin,supplementary cementitious material,concrete
3880,10.1016/j.conbuildmat.2008.11.001,water treatment sludge waste,fine aggregate,concrete
3881,10.1016/j.conbuildmat.2018.11.003,raw rice husk,filler,concrete
