DOI,prompt,completion
10.1016/j.jenvman.2020.110881,"Extract information of final products in this research?Possible products include ['cement', 'cement mortar', 'cement paste', 'geopolymer paste', 'sulphoaluminate cement', 'high-alumina cement', 'clinker', 'concrete', 'lightweight concrete', 'self-compacting concrete', 'cold-bonded fly ash aggregate', 'lightweight building material', 'concrete pavement', 'concrete embankment', 'asphalt mastic']. Give the answer as a list of strings
Here is the research paper content: 
Title:
A review on different methods of activating tailings to improve their cementitious property as cemented paste and reusability
Abstract:
Over the past few decades, as demand for minerals and metals has increased, the amount and volume of wastes and tailings has also increased dramatically. The management and reuse of mineral wastes and tailings not only help protect the environment but also are properly associated with economic benefits. As a result, mineral processing wastes disposal and storage has become a global issue. Along with the use of cemented paste as a backfill in underground spaces, the use of mineral processing wastes in the construction industry or as a substitute for cement is one of the new approaches to mineral tailings management. It is worth noting that the cement industry is facing crucial environmental issues. Portland cement production in industries increases the greenhouse effect and creates acidic rain. In fact, it generates greenhouse gases directly through carbon dioxide emission during clinker production as well as through energy consumption. In addition, the increasing stringency of environmental regulations has forced the mining industries to make efforts in order to manage tailings. One of the new and attractive techniques to reduce environmental problems and to obtain economic and technological benefits is to increase the use of tailings, for example, the use of mineral tailings as a substitute for cement. It is important to note that mineral tailings are not normally cemented and are accompanied by reduced strength of cement and concrete mortars; thus, there is a need for methods to increase their cementitious properties. Activation is one of the methods improving cementitious/pozzolanic properties of mineral tailings. Therefore, the present review study aimed to investigate the activation methods to improve the properties of tailings resulted from minerals processing in order to be used as a replacement for cement, to reduce the pollution caused by cement production, as well as to reduce the volume of unused mineral tailings. Different physical, chemical, and thermal activation methods were examined, and criticisms and research gaps of previous studies were presented.",['cement paste']
10.1016/j.conbuildmat.2017.08.086,"Extract information of final products in this research?Possible products include ['cement', 'cement mortar', 'cement paste', 'geopolymer paste', 'sulphoaluminate cement', 'high-alumina cement', 'clinker', 'concrete', 'lightweight concrete', 'self-compacting concrete', 'cold-bonded fly ash aggregate', 'lightweight building material', 'concrete pavement', 'concrete embankment', 'asphalt mastic']. Give the answer as a list of strings
Here is the research paper content: 
Title:
Experimental investigation of the effect of silica fume on the thermal spalling of reactive powder concrete
Abstract:
The distinct spalling performances of reactive powder concrete (RPC) specimens with various silica fume (SF) contents exposed to high temperatures were observed via high-resolution photography. The RPC microstructures and pore structures after high-temperature exposure were characterized using scanning electron microscopy and mercury intrusion porosimetry. The results provide experimental evidence of the high-temperature spalling mechanism of RPC. Increasing the SF content in RPC increases its compressive strength and compactness, offering greater mitigation of devastating spalling behaviour, but also producing more pulverized spalling remnants. This is attributed to the post-heating cracked microstructure and refined pores, which promote localized rather than entirely explosive spalling.",['concrete']
10.1016/j.conbuildmat.2016.12.158,"Extract information of final products in this research?Possible products include ['cement', 'cement mortar', 'cement paste', 'geopolymer paste', 'sulphoaluminate cement', 'high-alumina cement', 'clinker', 'concrete', 'lightweight concrete', 'self-compacting concrete', 'cold-bonded fly ash aggregate', 'lightweight building material', 'concrete pavement', 'concrete embankment', 'asphalt mastic']. Give the answer as a list of strings
Here is the research paper content: 
Title:
Characterization of palm oil clinker powder for utilization in cement-based applications
Abstract:
Palm oil clinker (POC) is a waste material produced as result of using palm oil shell and mesocarp fibers as fuel to run stream turbines in palm oil mills. The current practice is to dump this waste in open land or landfill sites, which leads to environmental problems. The characterization of such waste to identify its suitability as a cement replacement materials, can ultimately lead to lower carbon footprint concrete. This paper presents the results of a study on the physical properties (particle size, specific surface, specific gravity, loss of ignition, morphology), chemical composition, organic carbon, thermal stability and mineralogical composition of palm oil clinker powder (POCP). The characterization was carried out using particle size analyzer, scanning electron microcopy (SEM), X-ray fluorescence (XRF), field emission scanning electron microcopy and energy-dispersive X-ray analysis (FESEM-EDX), thermogravimetric analysis (TGA), total organic carbon (TOC) analysis, X-ray diffraction (XRD) and Fourier transform infrared spectroscopy (FTIR) techniques. From the laboratory works conducted results are defined and compared to existing literatures in tabulated form. The results of this extensive study on POCP characterization will provide guidance on future research work on utilization of POCP as a supplementary cementitious material in concrete.",['concrete']
10.1617/s11527-008-9374-x,"Extract information of final products in this research?Possible products include ['cement', 'cement mortar', 'cement paste', 'geopolymer paste', 'sulphoaluminate cement', 'high-alumina cement', 'clinker', 'concrete', 'lightweight concrete', 'self-compacting concrete', 'cold-bonded fly ash aggregate', 'lightweight building material', 'concrete pavement', 'concrete embankment', 'asphalt mastic']. Give the answer as a list of strings
Here is the research paper content: 
Title:
Workability and strength behaviour of concrete with cold-bonded fly ash aggregate
Abstract:
This paper discusses the development of empirical models for workability and compressive strength of cold-bonded fly ash aggregate concrete in terms of mixture proportioning variables such as cement content, water content and volume fraction of cold-bonded aggregate through statistically designed experiments based on Response Surface Methodology. Factor level of cement is taken from 250 to 450 kg/m3 to introduce weak as well as strong matrix phase in the concrete. Apart from water content, workability of concrete is highly influenced by main and interaction effect of volume fraction of cold-bonded aggregate in the composition. Response surface indicate that increase in cement content causes to change the predominant failure mode from mortar failure to aggregate fracture and concrete strength decreases with increase in volume fraction of aggregate at higher cement contents. The models developed have been found useful in arriving typical relationship to establish a mixture proportioning methodology for cold-bonded fly ash aggregate concrete.",['cold-bonded fly ash aggregate']
10.1016/s0950-0618(99)00016-1,"Extract information of final products in this research?Possible products include ['cement', 'cement mortar', 'cement paste', 'geopolymer paste', 'sulphoaluminate cement', 'high-alumina cement', 'clinker', 'concrete', 'lightweight concrete', 'self-compacting concrete', 'cold-bonded fly ash aggregate', 'lightweight building material', 'concrete pavement', 'concrete embankment', 'asphalt mastic']. Give the answer as a list of strings
Here is the research paper content: 
Title:
Corrosion protection performance of microsilica added concretes in NaCl and seawater environments
Abstract:
In a hardened concrete structure, diffusion of oxygen, carbon dioxide, aggressive ions and moisture from the concrete/environment to the concrete/rebar interfaces takes place through the pores. This results in the failure of the passivation provided by the alkalinity of the cement to the rebars. Microsilica is a mineral that improves the corrosion protection and strength of concrete by reducing the permeability of the concrete and forming more calcium silicate hydrate (CSH) which provides strength and durability to concrete. In order to study the corrosion protection behavior of microsilica in ordinary Portland cement (OPC) and sulfate resistant cement (SRC), carbon steel reinforced concrete specimens of above cements containing 10% each of densified (DMS) and undensified (UDMS) microsilica were exposed to 5% NaCl solution and seawater. Corrosion of rebars was monitored using open circuit potential (OCP) measurements. Diffusion of ions into the concrete was studied by salt ingress, salt fog and rapid chloride permeability tests. It has been noted that densified microsilica provides better corrosion protection to the rebars than the undensified one. In addition to this its protective effect with SRC is much more than with OPC. An attempt has been made to explain the mechanism of corrosion protection behavior of microsilica added concrete immersed in seawater and NaCl solution.",['concrete']
10.1016/j.cemconres.2003.11.004,"Extract information of final products in this research?Possible products include ['cement', 'cement mortar', 'cement paste', 'geopolymer paste', 'sulphoaluminate cement', 'high-alumina cement', 'clinker', 'concrete', 'lightweight concrete', 'self-compacting concrete', 'cold-bonded fly ash aggregate', 'lightweight building material', 'concrete pavement', 'concrete embankment', 'asphalt mastic']. Give the answer as a list of strings
Here is the research paper content: 
Title:
High-alumina cement production from FeNi-ERF slag, limestone and diasporic bauxite
Abstract:
In this paper the utilization of ferronickel electroreduction furnace (FeNi-ERF) slag for the production of high-alumina cement (HAC) is investigated through laboratory and pilot-scale tests. The process followed consisted of smelting reduction of slag mixtures with low-grade diasporic bauxite and limestone. In the laboratory-scale trials the main process parameters were defined, concerning raw material proportions, kinetics of the reductions and cooling rate of the product. The presence of a carbon-containing iron bath enhances FeOx reduction from the slag. Products from laboratory tests developed satisfactory compressive strengths relative to those of commercial HAC. According to the results of the laboratory tests, pilot-scale heat treatments were carried out in a 5-t electric arc furnace (EAF) and about 4 t of final mixture were produced.",['high-alumina cement']
10.1016/j.geothermics.2018.01.004,"Extract information of final products in this research?Possible products include ['cement', 'cement mortar', 'cement paste', 'geopolymer paste', 'sulphoaluminate cement', 'high-alumina cement', 'clinker', 'concrete', 'lightweight concrete', 'self-compacting concrete', 'cold-bonded fly ash aggregate', 'lightweight building material', 'concrete pavement', 'concrete embankment', 'asphalt mastic']. Give the answer as a list of strings
Here is the research paper content: 
Title:
Cement/rock interaction in geothermal wells. The effect of silica addition to the cement and the impact of CO2 enriched brine
Abstract:
One of the main issues associated with ongoing exploitation of the geothermal resources in New Zealand has been concerns of the durability of the cement sheath formed during downhole cementing and the impact it has on the lifetime of wells, many of which do not last as long as desirable. Research is being conducted to improve the understanding of how the current cement formulations perform in the high temperature, high CO2 concentration and low pH fluids found within New Zealand's geothermal systems where CO2 induced corrosion has been shown ().",['cement']
10.1016/j.conbuildmat.2015.07.048,"Extract information of final products in this research?Possible products include ['cement', 'cement mortar', 'cement paste', 'geopolymer paste', 'sulphoaluminate cement', 'high-alumina cement', 'clinker', 'concrete', 'lightweight concrete', 'self-compacting concrete', 'cold-bonded fly ash aggregate', 'lightweight building material', 'concrete pavement', 'concrete embankment', 'asphalt mastic']. Give the answer as a list of strings
Here is the research paper content: 
Title:
Contribution of acrylic fibre addition and ground granulated blast furnace slag on the properties of lightweight concrete
Abstract:
AbstractThe experimental investigation concerning the mechanical performance, drying shrinkage and residual strength upon heat exposure of acrylic fibre reinforced lightweight oil palm shell concrete (OPSC) containing ground granulated blast furnace slag (GGBS) is reported. The addition of 0.1% acrylic fibres in OPSC containing 20% GGBS was found to be the most effective in enhancing the tensile strength. The addition of acrylic fibres in OPSC was also found to reduce the 60-day drying shrinkage strains by up to 10% and improve the relative residual strength by up to 23%. Generally, the OPSC containing 20% GGBS had superior performance among the investigated hardened OPSC properties, except for the residual strength upon heat exposure, in which mixes with 70% GGBS achieved lower strength loss.",['lightweight concrete']
10.1016/0008-8846(96)00071-3,"Extract information of final products in this research?Possible products include ['cement', 'cement mortar', 'cement paste', 'geopolymer paste', 'sulphoaluminate cement', 'high-alumina cement', 'clinker', 'concrete', 'lightweight concrete', 'self-compacting concrete', 'cold-bonded fly ash aggregate', 'lightweight building material', 'concrete pavement', 'concrete embankment', 'asphalt mastic']. Give the answer as a list of strings
Here is the research paper content: 
Title:
Optimization of high strength limestone filler cement mortars
Abstract:
The effect of limestone microfilier replacement of cement on the mechanical performance and cost effectiveness of low ratio superplasticized portland cement mortars was investigated. The experiments were designed based on a so-called uniform-precision factorial plan. Cement pastes of different ratios and incorporating various proportions of limestone powder and/or silica fume were designed to have a constant flow time. Mortars corresponding to the different cement pastes were made, their 1, 3, 7, 28 and 91 day compressive strengths were measured and their cost effectiveness was analyzed. The statistical approach used permitted the calculation of the isoresponse curves for the parameters under study over the experimental domain and the optimization of their effect.",['cement mortar']
10.1016/0008-8846(95)00163-8,"Extract information of final products in this research?Possible products include ['cement', 'cement mortar', 'cement paste', 'geopolymer paste', 'sulphoaluminate cement', 'high-alumina cement', 'clinker', 'concrete', 'lightweight concrete', 'self-compacting concrete', 'cold-bonded fly ash aggregate', 'lightweight building material', 'concrete pavement', 'concrete embankment', 'asphalt mastic']. Give the answer as a list of strings
Here is the research paper content: 
Title:
Diffusion of chloride ions in limestone filler blended cement pastes and mortars
Abstract:
The diffusion of chloride ions in neat cement pastes and mortars made with and without a limestone filler was investigated. In order to study the effect of the limestone filler, all mixtures were prepared at a fixed ratio (0,55). Test results indicate that the addition of a limestone filler reduces the diffusion coefficient of chloride ions. This reduction is attributed to the effect of the limestone filler particles on the tortuosity of the system. Results also indicate that the presence of interfaces has only a limited effect on the diffusion coefficient of chloride ions.","['cement paste', 'cement mortar']"
10.1016/j.conbuildmat.2020.119364,"Extract information of final products in this research?Possible products include ['cement', 'cement mortar', 'cement paste', 'geopolymer paste', 'sulphoaluminate cement', 'high-alumina cement', 'clinker', 'concrete', 'lightweight concrete', 'self-compacting concrete', 'cold-bonded fly ash aggregate', 'lightweight building material', 'concrete pavement', 'concrete embankment', 'asphalt mastic']. Give the answer as a list of strings
Here is the research paper content: 
Title:
Investigation of the chemical, strength, adhesion and morphological properties of fly ash based geopolymer-modified bitumen
Abstract:
The current study seeks to investigate the chemical, strength, adhesion and morphological properties of fly-ash based geopolymer-modified bitumen (GMB). The geopolymer was prepared by mixing class F fly ash with alkaline solution (sodium silicate and sodium hydroxide), and was then mixed with an 80/100 penetration grade bitumen at different concentrations of 3, 5, 7 and 9% (by weight of bitumen) to produce the GMB. The chemical and strength properties of the binders were determined using the Fourier Transform Infrared Spectroscopy (FTIR) and Impact tests, respectively. The Surface Free Energy (SFE) and Atomic Force Microscope (AFM) tests were conducted to establish the adhesion and morphology of the binders. The modification of base bitumen with geopolymer resulting the improvement in structural chain mobility properties and improved storage stability compared to those of the control sample. The result of FTIR analysis showed that the incorporation of geopolymer into base bitumen did not cause any change in the functional groups, where the peaks of aromatic C C stretching is at around 1600cm-1 (stretch), 1475cm-1 (stretch) and 900-600cm-1 (out-of-plane bend). The peak at around 1390cm-1 clearly shows the stretch of the C-N amine group. The result of SFE test shows that GMB has better resistance to moisture damage. Finally, the AFM analysis revealed morphological changes in all GMB samples. In general, the addition of 5% geopolymer can be considered as is the optimum concentration for bitumen modification.",['asphalt mastic']
10.1016/j.conbuildmat.2014.05.089,"Extract information of final products in this research?Possible products include ['cement', 'cement mortar', 'cement paste', 'geopolymer paste', 'sulphoaluminate cement', 'high-alumina cement', 'clinker', 'concrete', 'lightweight concrete', 'self-compacting concrete', 'cold-bonded fly ash aggregate', 'lightweight building material', 'concrete pavement', 'concrete embankment', 'asphalt mastic']. Give the answer as a list of strings
Here is the research paper content: 
Title:
Blending of industrial waste from different sources as partial substitution of Portland cement in pastes and mortars
Abstract:
Binary and ternary combinations of sewage sludge ash (SSA) with marble dust (MD), fly ash (FA) and rice husk ash (RHA) as replacement in Portland cement pastes, were assessed. Several tests were carried out at different curing ages: thermogravimetry, density, water absorption, ultrasonic pulse velocity and mechanical strengths. Pozzolanic effects of the mineral admixtures, densities similar to control sample and improved absorptions when combining waste materials were identified. In general, the compressive strength reaches or exceeds the cement strength class, and blending SSA, FA and RHA (30% cement replacement) increase of strength by 9%, compared to the control sample, was achieved.",['cement mortar']
10.1016/j.cemconcomp.2008.06.011,"Extract information of final products in this research?Possible products include ['cement', 'cement mortar', 'cement paste', 'geopolymer paste', 'sulphoaluminate cement', 'high-alumina cement', 'clinker', 'concrete', 'lightweight concrete', 'self-compacting concrete', 'cold-bonded fly ash aggregate', 'lightweight building material', 'concrete pavement', 'concrete embankment', 'asphalt mastic']. Give the answer as a list of strings
Here is the research paper content: 
Title:
Durability properties of high volume fly ash self compacting concretes
Abstract:
This paper presents an experimental study on the durability properties of self compacting concretes (SCCs) with high volume replacements of fly ash. Eight fly ash self compacting concretes of various strength grades were designed at desired fly ash percentages of 0, 10, 30, 50, 70 and 85%, in comparison with five different mixtures of normal vibrated concretes (NCs) at equivalent strength grades. The durability properties were studied through the measurement of permeable voids, water absorption, acid attack and chloride permeation. The results indicated that the SCCs showed higher permeable voids and water absorption than the vibrated normal concretes of the same strength grades. However, in acid attack and chloride diffusion studies the high volume fly ash SCCs had significantly lower weight losses and chloride ion diffusion.",['self-compacting concrete']
10.1016/j.cemconcomp.2014.09.009,"Extract information of final products in this research?Possible products include ['cement', 'cement mortar', 'cement paste', 'geopolymer paste', 'sulphoaluminate cement', 'high-alumina cement', 'clinker', 'concrete', 'lightweight concrete', 'self-compacting concrete', 'cold-bonded fly ash aggregate', 'lightweight building material', 'concrete pavement', 'concrete embankment', 'asphalt mastic']. Give the answer as a list of strings
Here is the research paper content: 
Title:
Statistical models for the development of optimized furnace slag lightweight aggregate self-consolidating concrete
Abstract:
AbstractThis investigation aims to develop robust lightweight self-consolidating concrete (LWSCC) mixtures with furnace slag (FS) aggregates. A factorial design was carried out to mathematically model the influence of three key mix design parameters on fresh and hardened properties of furnace slag LWSCC (FS-LWSCC) mixtures. The parameters were water to binder ratio (w/b), high range water reducing admixture (HRWRA) content and total binder content. The responses of the derived statistical models were slump flow, V-funnel flow time, J-ring flow diameter/height difference, L-box ratio, filling capacity, sieve segregation, unit weight and compressive strength. Twenty mixes were prepared to derive the statistical models, and ten mixes were used to verify the accuracy of the developed models. The models were valid for mixes made with 0.30–0.40 w/b, HRWRA of 0.3–1.2% (by total binder content), and 410 to 550kg/m3 of total binder content. The influences of w/b, HRWRA% and total binder content were characterized and analyzed using regression technique to identify the primary factors and their interactions on the measured properties. Utilizing the developed models, three optimum FS-LWSCC mixtures with high statistical desirability were formulated and tested. It was possible to produce robust FS-LWSCCs that satisfy European EFNARC criteria.",['self-compacting concrete']
10.1016/j.conbuildmat.2017.09.015,"Extract information of final products in this research?Possible products include ['cement', 'cement mortar', 'cement paste', 'geopolymer paste', 'sulphoaluminate cement', 'high-alumina cement', 'clinker', 'concrete', 'lightweight concrete', 'self-compacting concrete', 'cold-bonded fly ash aggregate', 'lightweight building material', 'concrete pavement', 'concrete embankment', 'asphalt mastic']. Give the answer as a list of strings
Here is the research paper content: 
Title:
Study on the development of inorganic polymers from red mud and slag system: Application in mortar and lightweight materials
Abstract:
The conversion of red mud into valuable products remains an important issue to be addressed. Inorganic polymers from red mud and slag system were investigated. Slag was substituted at 25, 50 and 75% by red mud in the system. Sodium silicate solutions of modulus ranging from 1.6 to 2.2 were used and the samples were cured at 25, 40 and 60 degC. Slag was amorphous phase while red mud contained some crystalline phases, mainly hematite, crancrinite and katoite. A better reactivity, faster setting and lower shrinkage were obtained for higher contents of slag, with a modulus of sodium silicate solution of 2.0. The composition made of 50% red mud and 50% slag achieved a 7 days compressive strength of 54 MPa at 25 degC. The use of standard sand and hydrogen peroxide allowed the formation of mortar and lightweight materials with reduced mechanical properties, but still of interest to address both issues of sustainable use of resources and CO2 reduction in construction.",['mortar']
10.1016/j.conbuildmat.2015.08.128,"Extract information of final products in this research?Possible products include ['cement', 'cement mortar', 'cement paste', 'geopolymer paste', 'sulphoaluminate cement', 'high-alumina cement', 'clinker', 'concrete', 'lightweight concrete', 'self-compacting concrete', 'cold-bonded fly ash aggregate', 'lightweight building material', 'concrete pavement', 'concrete embankment', 'asphalt mastic']. Give the answer as a list of strings
Here is the research paper content: 
Title:
Abrasion resistance of alkali-activated slag concrete designed by Taguchi method
Abstract:
a b s t r a c t In this study, abrasion resistance of Alkali-Activated Slag (AAS) concrete was investigated according to ASTM C1138. Four affecting factors including curing temperature, alkaline solution to slag weight ratio, concentration of sodium hydroxide solution and sodium hydroxide to sodium silicate weight ratio were considered to achieve the maximum compressive strength and abrasion resistance of AAS concrete using the Taguchi design of experiment method. Based on the results, the mixture with alkaline solution to slag weight ratio of 0.45, sodium hydroxide concentration of 6 M and sodium hydroxide to sodium silicate weight ratio of 3, that had been cured at 95 C, and the mixture with alkaline solution to slag weight ratio of 0.4, sodium hydroxide concentration of 6 M and sodium hydroxide to sodium silicate weight ratio of 3, that had been cured at 25 C, were obtained as the optimal mixtures for maximum compressive strength and abrasion resistance, respectively. The results also showed that abrasion resistance of AAS concrete was significantly increased by improving the quality of surface and changing the curing regime. Water curing as an appropriate method improved the surface conditions and considerably increased the abrasion  resistance of AAS concrete too. In addition, the results showed that the CO2 footprint of AAS concrete was approximately 51% less than that of Ordinary Portland Cement (OPC) concrete and therefore the eco-mechanical  performance of AAS concrete was superior. ",['concrete']
10.1016/j.conbuildmat.2007.07.033,"Extract information of final products in this research?Possible products include ['cement', 'cement mortar', 'cement paste', 'geopolymer paste', 'sulphoaluminate cement', 'high-alumina cement', 'clinker', 'concrete', 'lightweight concrete', 'self-compacting concrete', 'cold-bonded fly ash aggregate', 'lightweight building material', 'concrete pavement', 'concrete embankment', 'asphalt mastic']. Give the answer as a list of strings
Here is the research paper content: 
Title:
The effect of high temperature on compressive strength and splitting tensile strength of structural lightweight concrete containing fly ash
Abstract:
In this study, the effect of high temperature on compressive and splitting tensile strength of lightweight concrete containing fly ash was investigated experimentally and statistically. The mixes incorporating 0%, 10%, 20% and 30% fly ash were prepared. After being heated to temperatures of 200, 400 and 800°C, respectively, the compressive and splitting tensile strength of lightweight concrete was tested. This article adopts Taguchi approach with an L16 (45) to reduce the numbers of experiment. Two control factors (percentage of fly ash and heating degree) for this study were used. The level of importance of these parameters on compressive and splitting tensile strength was determined by using analysis of variance (ANOVA) method.",['lightweight concrete']
10.1016/j.compstruct.2018.02.063,"Extract information of final products in this research?Possible products include ['cement', 'cement mortar', 'cement paste', 'geopolymer paste', 'sulphoaluminate cement', 'high-alumina cement', 'clinker', 'concrete', 'lightweight concrete', 'self-compacting concrete', 'cold-bonded fly ash aggregate', 'lightweight building material', 'concrete pavement', 'concrete embankment', 'asphalt mastic']. Give the answer as a list of strings
Here is the research paper content: 
Title:
Experimental study on the mechanical and thermal properties of basalt fiber and nanoclay reinforced polymer concrete
Abstract:
This paper describes the investigation of the synthesis and improvement of the mechanical properties of quaternary epoxy-based polymer concrete (PC) using basalt fiber and clay nanoparticles. First, the effect of chopped basalt fiber on the compressive, flexural, splitting tensile and impact strengths as well as the effect of different temperatures (up to 250 degC) on the strength of fiber reinforced PC were investigated experimentally. Basalt fiber improved the mechanical properties and increased the thermal stability of PC. In the next step, the effect of nanoclay particles on the mechanical properties and the effect of high temperatures (up to 250 degC) on the strength of basalt fiber-reinforced PC (BFRPC) were analyzed experimentally. Nanoparticles increase the compressive, flexural and impact strength as well as the thermal stability but decrease the tensile strength of the PC. SEM analysis was performed to study the fracture surface and morphology of various concrete specimens. The resulting polymer nanocomposite will be used as a lightweight polymer concrete with high mechanical strength and thermal stability.",['concrete']
10.1617/s11527-012-9938-7,"Extract information of final products in this research?Possible products include ['cement', 'cement mortar', 'cement paste', 'geopolymer paste', 'sulphoaluminate cement', 'high-alumina cement', 'clinker', 'concrete', 'lightweight concrete', 'self-compacting concrete', 'cold-bonded fly ash aggregate', 'lightweight building material', 'concrete pavement', 'concrete embankment', 'asphalt mastic']. Give the answer as a list of strings
Here is the research paper content: 
Title:
Behavior of high strength fly ash concrete columns under fire conditions
Abstract:
Fly ash concrete is finding increasing applications in construction; however there is lack of data on fire performance of fly ash concrete structural members. This paper presents results from fire resistance tests on fly ash concrete columns. Data generated from tests on high strength fly ash concrete columns is compared with those of conventional high strength concrete (HSC) columns. The effect of concrete type, fire exposure scenario, fly ash, and fibers in concrete mix on fire performance of fly ash concrete columns is discussed. Results from fire resistance tests show that fly ash concrete columns exhibit almost similar fire resistance to that of conventional HSC columns. Further, the addition of polypropylene fibers mitigates fire induced spalling in high strength fly ash concrete columns.",['concrete']
10.1016/j.conbuildmat.2021.125574,"Extract information of final products in this research?Possible products include ['cement', 'cement mortar', 'cement paste', 'geopolymer paste', 'sulphoaluminate cement', 'high-alumina cement', 'clinker', 'concrete', 'lightweight concrete', 'self-compacting concrete', 'cold-bonded fly ash aggregate', 'lightweight building material', 'concrete pavement', 'concrete embankment', 'asphalt mastic']. Give the answer as a list of strings
Here is the research paper content: 
Title:
Enhancing the thermal performance of Class F fly ash-based geopolymer by sodalite
Abstract:
Increased awareness and demand for fire safety of buildings are promoting research on fire-resistant materials, especially inorganic-based materials. One recent focus is geopolymers thanks to their high corrosion (acidic attack) and high-temperature resistance [1-3], in addition to their considerably eco-friendly characteristics. Geopolymers are formed by alkaline activation of aluminosilicate sources such as fly ash [4-5]. The lower water demand of fly ash-based geopolymers benefits in minimizing the damage caused by water evaporation during high-temperature exposure. Furthermore, compared to metakaolin-based geopolymers continuous sintering of fly ash particles triggered particle binding and strength increase with temperature increase. The aluminosilicate gel contributes essentially towards the high-temperature performance. However, geopolymers also release the physically and chemically bound water at elevated temperatures, which can destabilize the material structure and cause the thermal shrinkage and crack formation. Besides, the vapor pressure produced by both the physically and chemically absorbed water within the matrix will attempt to escape at elevated temperature. Thus, the level of thermally-induced damage is highly dependent on the pore structure of the material. Moreover, the research conducted by Ozawa and Shaikh showed that pure fly ash-based geopolymer did not exhibit the abrupt decrease in vapour pressure reported in cement-based and fly ash/slag-based materials, resulting in spalling and cracks, which may also demonstrate the advantageous utilization of fly ash in synthesis of geopolymer. Taking into account the enormous influence of the microstructure on geopolymer thermal degradation, the research focusing on the improvement of the matrix in order to address these issues is of great significance.",['geopolymer paste']
10.1016/j.conbuildmat.2012.04.102,"Extract information of final products in this research?Possible products include ['cement', 'cement mortar', 'cement paste', 'geopolymer paste', 'sulphoaluminate cement', 'high-alumina cement', 'clinker', 'concrete', 'lightweight concrete', 'self-compacting concrete', 'cold-bonded fly ash aggregate', 'lightweight building material', 'concrete pavement', 'concrete embankment', 'asphalt mastic']. Give the answer as a list of strings
Here is the research paper content: 
Title:
Study on solids-to-liquid and alkaline activator ratios on kaolin-based geopolymers
Abstract:
Kaolin and alkali activator were mixed with the solids-to-liquid ratios in range of 0.60-1.20 (Al2O3/Na2O molar ratio of 0.63-1.27). Sodium silicate and sodium hydroxide ranged between 0.16 and 0.36 (SiO2/Na2O molar ratio of 3.19-3.67) were mixed together to prepare alkali activator. The results concluded that compressive strength was affected by both S/L and Na2SiO3/NaOH ratios and strength increased with ageing day. Both these ratio also influenced the workability of the mixes. Besides, the kaolin geopolymers showed good volume stability in water. Compressive strength was highest at S/L and Na2SiO3/NaOH ratios of 1.00 and 0.32, respectively. In term of molar ratios, optimum was achieved at Al2O3/Na2O of 1.09 and SiO2/Na2O molar ratios of 3.58. Microstructures showed that kaolin particles were slightly activated with large part of unreacted raw materials remained in the system. Geopolymer sample reduced in peak intensities over time as presented by XRD analysis and the presence of crystalline peaks in the kaolin geopolymers was Zeolite X. FTIR analysis showed the presence of geopolymer bonding increased over age. In overall, kaolin geopolymers does not undergo complete geopolymerization and showed slow strength development. Vast research works have to be carried out to further improve the properties of kaolin geopolymers.",['geopolymer paste']
10.1016/j.jclepro.2018.04.238,"Extract information of final products in this research?Possible products include ['cement', 'cement mortar', 'cement paste', 'geopolymer paste', 'sulphoaluminate cement', 'high-alumina cement', 'clinker', 'concrete', 'lightweight concrete', 'self-compacting concrete', 'cold-bonded fly ash aggregate', 'lightweight building material', 'concrete pavement', 'concrete embankment', 'asphalt mastic']. Give the answer as a list of strings
Here is the research paper content: 
Title:
Recycling of raw rice husk to manufacture magnesium oxysulfate cement based lightweight building materials
Abstract:
To reduce environmental pollution induced by the production of Portland cement-based building materials and eliminate the release of solid wastes from agriculture industry, this paper presents a newly-developed lightweight building material based on incorporating raw rice husk and foam bubbles in magnesium oxysulfate cement paste. Mechanical strength, bulk density, thermal conductivity and drying shrinkage of this material were carried out and phase composition, air bubble distribution and microstructure were studied on typical samples by using XRD (X-ray diffraction), FTIR (Fourier transform infrared spectroscopy), OM (opto-digitial microscope) and SEM (scanning electron microscope) facilities. The results show that raw rice husk or/and foam bubble decrease compressive strength, thermal conductivity and bulk density. Compressive strength of this composite material at 28 days decreases from 70.4 MPa to 1.1 MPa when the bulk density ranges from 1722 kg/m3 to 450 kg/m3, being superior to traditional lightweight aggregate concretes. Drying shrinkage decreases with the incorporation of foam bubble and increases with the addition of raw rice husk. When the addition of raw rice husk is kept the same, there is an optimal dosage of foam bubble to obtain the lowest drying shrinkage. An excellent interfacial zone forms between raw rice husk and MOS cement paste due to numerous neat conical protrusions on the surface of rice husk particle. Therefore, this raw rice husk incorporated lightweight material has a great potential for applications to inner partition walls and thermal insulating components in buildings.",['lightweight building material']
